-47,6
-68,15
-56,25
-58,10
-3,6
-61,11
-29,17
-78,28
-83,45
-102,13
-72,5
-24,26
-91,23
-68,6
-71,16
-71,7
-154,23
-62,10
-57,14
68,49
-64,4
-101,49
-80,11
-87,41
-117,38
-25,10
-65,4
-97,25
-81,27
-56,8
-58,18
-70,7
-75,7
-118,15
-120,32
-83,13
-66,6
-78,20
-11,14
-26,6
-83,4
-29,7
-50,10
-83,13
-72,12
-92,16
-66,6
-51,10
-94,9
-71,9
-104,11
-64,16
-78,10
-109,20
-95,33
-56,11
-21,49
-73,5
-81,39
-84,8
-114,17
-98,15
-80,20
-84,5
-61,4
-40,7
-37,4
-87,18
-43,27
-54,13
-114,19
-81,6
-92,13
-88,16
-81,8
-110,13
-161,33
-74,6
-82,8
-139,34
-81,11
-57,28
-48,22
-74,8
-30,49
-80,12
-51,14
-39,18
-73,7
-69,20
-73,11
-81,8
-69,5
-128,19
-107,31
-73,19
-73,7
-51,42
-135,37
-141,49
-94,40
-63,21
-78,5
-77,23
-65,12
-83,6
-76,47
-66,13
-48,16
-90,16
-74,11
-29,9
-101,36
-83,6
-117,37
-96,9
-61,7
-84,11
-66,14
-86,8
-81,9
-77,6
-82,7
-77,9
-111,20
-95,10
-112,30
-81,37
-83,6
-82,5
-75,8
-90,9
-47,14
-87,12
-90,34
-68,49
-76,19
-93,8
-61,36
-62,6
-83,20
-71,11
-84,12
-64,15
-86,32
-44,16
-88,22
-88,25
-132,32
-72,6
-69,9
-81,15
-85,8
-71,9
-105,16
-84,5
-66,19
-75,8
-53,9
-111,16
-60,29
-90,9
-62,6
-36,12
-90,11
-62,4
-71,17
-21,18
-67,11
-87,6
-89,6
-78,9
-88,20
-77,9
-67,4
-93,12
-105,14
-78,5
-66,6
-92,49
-67,11
-41,10
-83,6
-69,17
-97,8
-63,5
-45,4
-123,24
-86,7
-90,11
-76,21
-91,15
-64,4
-101,23
-102,17
-77,10
-50,21
-89,6
-77,10
-81,6
-49,8
-65,18
-67,12
-102,24
-68,4
-67,7
-44,10
-78,19
-75,4
-84,24
-82,5
-74,6
-35,34
-24,49
-78,12
-104,27
-82,5
-84,8
-85,8
-85,4
-62,49
-88,11
-75,9
-100,11
-132,24
-81,8
-66,6
-57,24
-79,22
-104,33
-124,20
-100,23
-142,29
-101,35
-54,8
-47,36
-85,12
-48,5
-41,6
-94,31
-35,6
-65,7
-61,4
-67,7
-70,24
-77,4
-66,6
-70,4
-52,5
-97,10
-94,7
-61,16
-94,25
-64,8
-76,5
-116,21
-21,49
-84,5
-76,18
-37,17
-76,21
-84,36
-71,9
-54,8
-67,7
-44,9
-29,9
-91,20
-58,25
-95,49
-63,26
-87,13
-62,4
-34,10
-62,16
18,48
-79,10
-87,8
-83,14
-72,7
-104,39
-23,49
-127,45
-66,15
-97,18
-90,16
-69,9
-77,9
-81,11
-95,20
-88,17
-89,10
-84,9
-79,17
-62,4
-60,4
-37,4
-83,19
-73,13
-77,4
-155,32
-102,13
-52,7
-79,6
-72,8
-62,13
-92,12
-71,15
48,36
-45,49
-58,7
-60,18
-58,17
-67,20
-99,18
-71,49
-63,5
-112,17
-62,4
-56,10
-44,7
-100,13
-36,49
-56,20
-83,6
-57,5
-52,7
-93,17
-131,20
-87,17
-62,6
-62,31
-72,6
-42,33
-71,14
-51,10
-54,17
-72,17
-34,10
-64,22
-93,39
-131,22
-90,37
-65,40
-79,7
-113,42
-83,6
-60,4
-120,22
-100,16
-83,6
-52,4
-45,10
-95,10
-83,4
-5,49
-74,13
-89,13
-69,39
-10,49
-68,6
-71,13
-131,26
-74,6
-75,49
-84,11
-108,26
-79,7
-103,17
-79,9
-102,28
-79,4
-80,5
-84,19
-46,32
-33,8
-97,11
-89,20
-69,6
-129,28
-60,8
-132,36
-64,10
-76,7
-5,49
-83,11
-81,17
-85,23
-63,33
-65,15
-70,10
-91,30
-79,4
-72,21
-109,27
-94,34
-138,21
-85,8
-82,5
-71,6
-68,18
-71,10
-91,17
-78,25
-92,35
-36,13
-82,16
-100,42
-69,20
-26,4
-93,12
-62,10
-118,45
-64,4
-78,8
-87,8
-51,8
-85,11
-99,8
-74,6
-66,6
-129,24
41,49
-73,14
-50,6
-117,34
-52,4
-93,6
-72,8
-92,15
-83,6
-110,27
-83,4
-65,16
-94,27
1,16
-82,10
-97,8
-69,5
-58,6
-61,5
-85,12
-54,17
-83,8
-54,18
-66,39
-79,4
-84,22
-78,5
-95,12
-92,9
-73,4
-84,5
-80,36
-17,27
-4,49
-78,5
-46,42
-74,9
-59,14
-70,4
-90,22
-87,22
-52,13
-119,35
-77,19
-70,16
-110,26
-96,18
-90,20
-85,27
-67,11
7,49
-124,17
-117,20
-58,8
-26,44
-96,28
-51,10
-61,7
-54,16
-82,12
-145,32
-122,22
-78,10
-28,49
-78,5
-88,7
-43,19
-71,9
-83,29
-69,11
-64,4
-60,6
-59,31
-76,8
-62,11
-55,16
-62,4
-90,23
-91,19
-87,47
-75,15
-97,8
-92,24
-63,11
-68,10
-95,14
-50,20
-80,7
-103,8
-84,18
-43,8
-93,15
-82,5
-79,11
-54,5
-52,13
-106,22
-87,17
-68,9
-129,30
-83,6
-53,19
-64,4
-113,25
-44,9
-80,20
-70,10
-100,22
2,28
-52,49
-47,6
-57,5
-136,29
-88,7
-58,15
-107,34
-85,8
-103,33
-84,12
-63,12
-80,17
-93,13
-88,12
-67,5
-53,8
-76,12
39,49
-81,15
-79,16
-94,14
-127,27
-109,37
-79,4
-99,28
-62,4
-72,19
-78,16
-108,14
-87,10
-65,7
-84,9
-87,12
-64,4
-57,9
-105,16
-61,7
-57,12
-80,10
-77,7
-63,12
-106,19
-58,4
-85,24
-144,29
-87,9
-89,17
-103,25
-69,9
-35,49
-98,9
-45,12
-61,5
-70,11
-84,5
-71,4
-67,7
-62,4
-45,21
-86,14
-82,7
-72,5
-71,7
-105,21
-119,35
-81,6
-76,12
-134,27
-78,16
-101,42
-72,9
-81,8
-59,10
-82,7
-97,23
-64,4
-62,21
-74,12
-66,13
-106,41
-85,17
-38,11
-56,4
-95,28
-21,22
-42,23
-108,20
-69,5
-92,24
-83,4
-79,7
-68,6
-91,13
-65,7
-69,23
-9,49
-66,6
-108,15
-80,17
-87,6
-85,4
-79,13
-138,39
-18,18
-86,28
-85,4
-59,10
-97,17
-64,6
-77,6
-69,6
-7,49
-63,12
-27,5
-56,9
-126,29
-95,40
-103,12
-86,11
-86,21
-81,33
-76,5
-95,35
-88,16
-101,21
-64,4
-75,16
-81,10
-94,17
-71,4
-75,12
-62,4
-116,23
-69,9
-89,8
-82,7
-104,17
-79,10
-81,37
-23,49
-83,6
-82,20
-98,13
-129,49
-61,5
-85,12
-95,10
-53,8
-39,6
-81,35
-69,5
-57,5
-63,18
-72,7
-54,5
-122,24
-13,49
-94,20
-95,10
-63,12
-88,29
-114,17
-67,24
-84,11
-88,25
-58,4
-81,6
-59,7
-107,29
-70,8
-42,21
-48,11
-57,10
-101,15
-76,7
-56,18
-96,9
-59,12
-62,13
-100,14
-98,16
-52,11
-74,9
-79,4
-117,16
-61,27
-73,5
-70,15
-76,20
-114,21
-79,6
-101,12
-69,8
-88,5
-83,6
-78,9
-62,4
-47,6
-101,8
-52,13
-81,6
-79,4
-128,26
-104,17
-60,4
-101,10
-93,17
-66,8
-69,21
-42,5
-76,7
-110,33
-98,15
-62,6
-91,8
-77,12
-112,19
-95,10
-64,10
-73,4
-72,5
-88,13
-79,15
-89,15
-72,26
-61,19
-83,11
-83,6
-111,27
-114,42
-56,8
-83,6
-69,12
-63,5
-63,14
-61,24
-83,33
-80,9
-67,5
-76,12
-72,8
-95,10
-126,36
-90,7
-77,6
-74,6
-76,20
-42,24
-88,7
-84,5
-101,40
-77,4
-81,6
-64,4
-75,17
-88,7
-132,23
-87,18
-91,8
-23,25
-55,8
-92,18
-72,10
-94,27
-44,23
-104,41
-38,30
-84,12
-17,49
-97,17
-60,4
-60,9
-75,13
-65,9
-78,27
-33,8
-79,4
-136,33
-59,13
-70,6
-97,15
-58,24
-77,4
-71,27
-80,5
-70,30
-92,15
-67,7
-57,14
-74,8
-67,12
-69,5
-37,4
-57,8
-12,49
-61,14
-50,11
-83,4
-79,29
-91,8
-62,17
-100,28
-85,8
-79,7
-91,10
-53,47
-63,20
-54,5
-76,5
-72,7
-46,4
-57,49
-54,24
-109,35
-87,17
-63,12
-91,15
-112,48
-83,20
-85,15
-83,9
-79,4
-69,5
-76,7
-85,4
-59,6
-84,5
-80,12
-76,27
-46,5
-74,8
-73,7
-99,17
-25,19
-93,15
-75,7
-58,4
-112,44
-87,8
-64,8
-19,49
-83,9
-78,5
-55,24
-101,20
-71,19
-29,7
-51,15
-81,8
-79,4
-60,6
2,25
-138,21
-101,31
-69,5
-70,4
-76,9
-69,16
-35,34
-68,15
-79,4
-74,9
-83,6
-49,7
-56,25
-69,9
-83,9
-35,6
-76,8
-89,8
-123,33
-68,10
-107,19
-62,13
-80,9
41,49
-81,4
-89,23
-76,8
-104,17
-63,22
-130,49
-94,39
-75,4
-83,16
-78,5
-96,36
-28,49
-88,7
-59,6
-79,4
-79,4
-110,46
-75,8
-110,31
-70,14
-95,49
-83,6
-57,10
-61,31
-119,37
-74,6
-49,7
-79,20
-69,5
-68,12
-67,14
-39,12
-83,13
-96,13
-67,4
-72,5
-73,31
-61,19
-81,23
-105,19
-46,9
3,49
-37,4
-129,36
-91,28
-53,28
-58,7
-78,10
-99,45
-64,4
-64,11
-95,30
-40,49
-84,5
-88,13
-55,35
-94,7
-59,12
-81,6
-85,20
-52,4
-72,19
-67,7
-97,34
-88,17
-90,37
-102,13
-90,22
-61,9
-63,22
-79,8
-59,15
-74,8
-46,12
-54,5
-119,45
-124,15
-76,7
-76,28
-27,9
-64,4
-73,4
-69,20
-68,8
-81,6
-94,17
-63,8
-119,16
-76,5
-87,49
-56,49
-69,5
-70,11
-26,10
-88,11
-93,17
-78,8
-62,6
-116,34
-64,6
-64,5
-114,31
-47,6
-62,6
-61,8
-56,13
-76,32
-105,16
-96,12
-89,17
-59,21
-62,4
-57,12
-55,17
-110,20
-67,7
-81,6
-65,7
-62,6
-66,41
-65,7
-93,13
-78,5
-79,4
-126,44
-71,4
-90,11
-42,9
-89,6
-86,9
-54,9
-58,14
-77,6
-7,49
-111,14
-79,10
-77,21
-82,5
-82,7
-74,6
-84,12
-80,26
-118,13
-87,6
-112,15
-87,10
-80,7
-89,6
-77,11
-96,20
-81,4
-52,16
-62,9
-139,31
-77,9
-66,6
-58,15
-71,9
-64,18
-93,8
-66,8
-94,23
-85,4
-98,9
-112,26
-77,9
-126,22
-44,7
-84,21
-42,5
-78,24
-66,6
-120,19
-103,8
-96,28
-73,13
-78,12
-57,5
-86,9
-82,20
-53,6
-76,5
-93,8
-86,11
-83,9
-81,13
24,49
-119,22
-76,12
-70,4
-58,15
-35,30
-91,8
-69,5
-88,16
-61,5
-72,29
-76,7
-107,32
-67,29
-84,29
-67,15
-77,6
-38,7
-98,13
-52,39
-79,22
-91,10
-71,6
-79,17
-81,6
-49,4
-56,6
56,49
-68,12
-113,48
-79,7
-88,20
-88,7
-81,6
-55,27
-105,20
-74,6
-72,9
-72,8
-71,26
-84,20
-43,11
-85,13
-89,6
-81,4
-53,10
-54,6
-57,10
-77,4
-70,7
-39,6
-31,14
-49,17
-62,6
-46,49
-81,4
-74,19
-153,24
-67,13
-66,8
-29,29
-64,4
-17,36
-83,49
-83,6
-79,8
-104,9
-54,5
-92,32
-84,5
-96,11
-64,4
-91,8
-87,17
-62,6
-101,26
-71,9
-75,6
-52,7
-102,30
-90,29
-59,9
-87,28
-87,6
-55,5
-89,33
-69,5
-85,6
-108,27
-61,49
-130,34
-30,5
-66,5
-79,10
-117,18
-84,5
-93,44
-75,7
-89,28
-102,35
-100,11
-56,13
-70,4
-46,4
-64,17
-63,10
-57,5
-84,14
-97,29
-76,46
-81,17
-66,6
-73,9
-88,13
-62,4
-65,12
-70,6
-88,16
-72,14
-69,20
-41,49
-97,27
-67,26
-85,16
-58,19
-78,26
-59,7
-63,5
-74,10
-41,16
-48,7
-87,8
-53,8
-100,32
-66,12
-60,13
-54,23
-100,17
-132,43
-67,11
-73,18
-90,30
-81,6
-63,9
-71,9
-67,5
-51,6
-86,7
-82,5
-98,22
-95,16
-33,5
-79,19
-57,6
-100,11
-96,16
-34,23
-79,4
-67,14
-64,6
-59,16
-104,35
-50,12
-84,9
-84,17
-96,15
-54,24
-77,17
-57,5
-86,12
-99,15
-72,8
-42,5
-50,4
-100,25
-64,15
-70,16
-110,31
16,49
-56,9
-107,20
-31,9
-94,19
-121,30
-68,15
-111,12
-116,18
-74,25
-92,7
-74,8
-85,10
-91,17
-80,32
-55,28
-82,22
-102,29
-130,30
-123,39
-43,19
-114,23
-62,6
-78,5
-93,21
-88,22
-69,5
-57,14
-71,14
-101,16
-78,12
-83,4
-87,23
-36,5
-72,10
-50,17
-76,5
-64,4
-66,11
-62,4
-93,8
-74,10
-49,10
-76,5
-99,10
-77,4
-88,16
-78,7
-77,11
-62,9
-68,23
-81,8
-62,21
-84,10
-114,18
-81,8
-67,5
-79,4
-59,5
-100,15
-129,26
-73,14
-56,4
-55,12
-77,13
-83,22
-72,17
-90,5
-34,49
-83,13
-72,16
-47,6
-87,8
-85,4
-60,12
-93,8
-14,20
-24,8
8,46
-89,6
-90,17
-51,15
-116,28
-83,6
-43,11
-69,5
-87,24
-75,16
-102,17
-63,26
-105,30
-61,35
-93,15
-59,12
-65,16
-74,26
-89,6
-55,5
-127,25
-55,20
-87,13
-45,18
-57,32
-55,7
-95,6
-24,23
-83,15
-82,5
-151,48
-57,21
-31,5
-118,45
-84,5
-87,12
-92,14
-69,5
-68,4
-87,6
-94,14
-89,46
-23,25
-64,4
-47,29
-71,22
-127,49
-36,5
-61,5
-80,16
-64,4
-83,12
-73,10
-73,9
-72,15
-53,6
-54,17
25,49
-122,49
-84,7
-103,12
-92,13
-22,11
-79,16
-86,23
-61,5
-77,7
-79,10
-89,8
-47,4
-88,7
-92,9
-79,11
-96,24
-57,19
-36,18
-99,24
-78,5
-59,10
-53,36
17,49
-72,6
-44,10
-88,5
-66,22
-92,49
-62,4
-63,5
25,49
-66,5
-104,17
-78,26
-54,11
-72,6
-80,5
-79,4
-84,5
-42,49
-67,5
-59,10
-70,8
-60,4
-85,4
-48,15
-81,8
-64,4
-80,16
-55,16
-56,8
-89,19
-79,4
-79,4
-50,47
-90,7
-87,8
-73,27
-70,8
-83,7
-75,11
-77,15
-23,40
-72,27
-66,5
-79,9
-30,8
-85,6
-53,6
-58,8
-98,11
-102,9
-84,5
-110,38
-68,4
-42,15
-49,12
-51,5
-49,4
-64,4
-99,15
-89,22
-134,31
-12,49
-67,7
-90,26
-110,33
-88,7
-50,17
7,26
-88,7
-85,15
-88,9
-64,8
-68,8
-56,6
-88,41
-13,49
-96,11
-94,13
-42,22
-91,12
-105,10
-102,11
-66,6
-85,8
-70,8
-43,45
-75,9
-95,6
-83,9
-97,14
-104,44
-109,35
-105,12
-64,10
-70,5
-76,7
-106,34
-87,18
-65,9
-85,8
-65,7
-46,25
-48,5
-75,13
-97,8
-85,4
-79,4
-85,4
-75,31
-55,32
-76,39
-70,12
-51,19
-46,5
-65,7
-79,4
-54,14
-76,20
-82,5
-67,5
-13,49
-80,25
-64,20
-51,8
-67,18
-70,10
-85,4
-39,23
-123,34
-34,19
-67,10
-47,6
-72,6
-73,20
-105,24
-74,7
-77,13
-71,9
-14,49
-91,10
-90,7
-79,8
-65,36
-108,13
-83,15
-81,15
-46,11
-54,5
-65,7
-82,5
-70,8
-103,22
-92,26
-87,12
-122,25
-83,4
-64,4
-107,49
-71,7
-60,8
-42,12
-92,9
-77,6
-58,13
-66,6
-72,12
-58,4
-87,9
-39,12
-78,12
-62,6
-97,10
-99,8
-83,4
-35,7
-63,5
-47,21
-79,4
-91,14
-63,24
-41,13
-86,17
-110,15
-101,33
-71,13
-63,17
-97,10
-78,10
-72,11
-86,7
-64,4
-61,21
-60,6
-74,19
-70,12
-56,23
-81,4
-132,25
-86,5
-124,29
-80,10
-58,30
-27,31
-62,4
-54,24
-79,4
-120,30
-69,9
-31,11
-66,4
-78,5
-54,8
-68,34
-66,11
-102,9
-61,15
-28,28
-79,17
-42,14
-117,46
-87,6
-72,6
-30,30
-121,24
-83,16
-45,43
-72,6
-93,12
-96,13
-85,17
-55,8
-77,6
-81,4
-107,42
-77,4
-68,14
-79,6
-69,27
-60,9
-80,14
-50,16
-108,25
-75,9
-100,13
-93,14
-64,4
-101,26
-110,13
-108,11
-45,40
-80,16
-48,9
-71,37
-100,19
-72,8
-68,6
-88,14
-88,23
-47,10
-47,8
-99,25
-52,49
-65,6
-64,4
-60,18
-124,24
-83,21
-101,23
-85,9
-61,7
-78,8
-69,5
-79,15
-63,14
-71,9
-51,5
-71,14
-71,9
-69,16
-87,14
-69,5
-78,5
-57,14
-87,8
-113,14
-82,5
-118,20
-105,12
-111,24
-111,21
-89,15
-75,6
-79,4
-45,8
-83,13
-78,22
-73,11
-74,5
-85,14
-64,4
-133,30
-93,20
-80,5
-61,10
-111,18
-98,16
-116,41
-79,4
-48,7
-63,16
-48,11
-26,47
-82,13
-63,11
-118,29
-81,6
-90,31
-43,11
-49,4
-85,15
-77,4
-60,36
-30,49
-80,14
-8,49
-47,4
-65,10
-79,4
-126,43
-58,28
-70,12
-84,14
-70,49
-68,13
-90,19
-101,10
-52,49
-102,35
-79,4
-105,19
6,49
-79,4
-72,8
-71,4
-69,9
-94,17
-71,49
-69,5
-59,15
-101,27
-88,19
-109,42
-61,10
-101,14
-53,10
-67,8
-66,6
-86,13
-66,8
-69,20
-74,7
-64,4
-82,11
-77,13
-84,5
-83,31
-76,7
-73,7
-64,23
-103,15
-52,11
-67,7
-79,4
-42,35
-79,4
-90,5
-74,26
-77,4
-109,18
-70,6
-63,5
-83,4
-97,10
-62,6
-87,8
-97,12
-56,6
-70,34
-81,23
-84,35
-52,4
-71,28
-101,10
-81,49
-72,5
-79,28
-78,23
-61,20
-85,11
-66,8
-65,49
-55,16
-82,9
-66,6
-62,4
-102,21
-40,7
-89,10
-64,11
-84,5
-75,13
-71,21
-81,32
-84,5
-109,21
-55,12
-107,21
-83,4
-76,7
-57,5
-108,22
-87,20
110,49
-55,21
-72,8
-69,15
-62,4
-41,14
-89,8
-73,12
-114,38
-48,18
-50,5
-83,31
-97,22
-102,24
-134,30
-81,22
-60,9
-73,49
-81,15
-44,7
-99,26
-78,32
-62,4
-79,4
-57,5
-79,4
-120,28
-119,18
-77,12
-96,17
-84,5
-76,12
-91,14
-88,12
-126,24
-11,21
-76,7
-89,26
-65,7
-77,4
-67,12
-42,18
-34,12
-79,4
-79,4
-96,21
-102,17
-93,14
-42,11
-80,5
-85,23
-68,4
11,40
-51,6
-68,10
-88,7
-64,4
-57,5
-40,49
-56,6
-64,26
-85,4
-85,11
-46,23
-103,20
-59,41
-70,5
-79,15
-75,15
-100,19
-36,5
-44,5
-55,18
-77,4
-65,12
-67,14
-71,7
-67,5
-69,25
-35,13
-41,24
-137,34
-69,5
-89,16
-86,11
-70,11
-85,4
-68,33
-103,17
-39,20
-61,7
-82,29
-81,9
-60,17
-57,7
-64,4
-39,49
-70,24
-87,22
-56,4
-68,4
-81,12
-32,34
-48,5
-50,9
-81,44
-67,9
-73,34
-71,9
-75,49
-83,25
-118,19
-76,12
-90,31
-55,17
-75,14
-55,11
-87,6
-68,33
-105,12
-47,19
-76,12
-61,7
-50,6
-26,4
-61,20
-38,10
-59,7
-73,46
-53,6
-81,9
-91,15
-66,5
-63,11
-64,4
-68,17
-78,5
-71,6
-84,8
-79,7
-58,4
-72,6
-98,37
-109,18
-113,18
-57,49
-81,4
-73,7
-75,5
-74,28
-66,8
-66,6
-59,9
-117,19
-75,22
-60,15
-71,14
-58,12
-72,8
-89,15
-50,7
-60,13
-73,15
-87,6
-59,9
-62,4
-57,27
-96,32
-96,21
-72,5
-60,9
-107,14
-117,29
-66,8
-63,5
-52,13
-64,4
-43,19
-81,13
-71,47
-71,16
-29,15
-98,15
-88,9
-65,17
-62,6
-104,22
-77,12
-78,16
-139,31
-63,21
-112,26
-62,4
-79,4
-62,4
-70,31
-27,40
-89,6
-140,29
-172,45
-59,16
-58,11
-99,38
-39,32
-83,24
-67,4
-126,23
-64,4
-94,11
-79,4
-87,15
-119,21
-38,12
-88,11
-63,5
-62,4
-85,11
-48,49
-27,33
-80,13
-30,14
-83,10
-76,13
-70,45
-56,10
-56,4
16,49
-53,13
-61,15
-107,23
-62,10
-53,6
-83,18
-63,18
-36,8
-86,7
-70,8
-56,16
-71,9
-143,24
-108,28
-92,25
-67,9
-67,7
-68,6
-84,11
-101,28
-77,4
-91,27
-63,5
-64,8
-62,4
-66,8
-93,18
-82,8
-77,29
-47,6
-75,9
-83,15
-96,40
-121,25
-83,9
-79,49
-57,30
-64,11
-63,9
-100,7
-80,27
-76,5
-77,4
-146,40
-84,15
-53,6
-86,5
-82,7
-103,31
-88,9
-85,27
-93,12
-87,18
-69,14
-107,36
-79,4
-53,6
-46,33
-72,8
-55,8
-67,45
-60,12
-73,4
-75,10
-63,18
-85,6
-87,15
-98,22
-101,38
-79,4
-61,5
-92,24
-82,49
-79,4
-106,24
-109,10
-75,22
-49,4
-62,4
-78,49
-74,19
-62,22
-37,49
-77,9
-56,6
-105,38
-105,24
-64,7
-51,17
-71,12
-120,29
-20,13
-32,23
-96,14
-51,21
-68,6
-90,5
-85,6
-97,8
-78,19
-63,11
-15,35
-85,14
56,49
-75,25
-67,13
-68,39
-80,7
-66,11
-70,8
-104,14
-41,4
-83,10
-98,13
-54,8
-83,12
-127,18
-67,26
-77,4
8,49
-60,9
-88,5
-85,13
-77,4
-110,34
-86,9
-82,5
-94,15
-125,22
-68,22
-78,6
-92,9
-70,4
-84,34
-81,11
-61,23
-70,5
-119,21
-94,7
-71,24
-65,7
-83,13
-111,42
-13,19
-77,4
-67,42
-47,4
-67,7
-83,4
-106,29
-71,7
-33,34
-68,12
-56,6
-73,4
-51,5
-64,4
-55,8
-70,9
-72,10
-65,29
-75,11
-56,7
-68,21
-70,12
-41,6
-67,24
-83,9
-89,6
-70,8
-105,12
-67,5
-56,6
-77,47
-59,27
-89,8
-42,9
-35,13
-103,10
-63,5
-72,15
-79,4
-47,4
-93,18
-67,7
-81,6
-46,11
-76,19
-90,16
-77,4
-60,10
62,49
-56,4
-118,20
-49,9
-68,19
-87,9
-92,9
-82,10
-62,4
-92,19
-66,6
-99,21
-57,11
-64,8
-37,4
-135,31
-55,49
-98,15
-71,23
-81,10
-61,7
-66,21
-89,6
-48,16
-29,49
-95,12
-65,7
-57,16
-77,41
-100,19
-122,21
-86,49
-92,9
-108,37
-36,14
-88,20
-88,7
-48,18
-57,18
-66,6
-83,14
-70,5
-78,8
-55,8
-77,9
-67,5
-69,32
-120,34
-64,8
-78,42
-62,10
-35,7
-113,27
-91,10
-84,5
-72,14
-66,8
-100,18
-77,7
-82,10
-93,10
-53,6
-94,19
-68,28
-117,42
-42,11
-65,7
-90,11
-100,23
-66,11
-76,5
-65,9
-90,20
-59,20
-77,6
-82,10
-78,7
-64,17
-68,11
-57,9
-66,17
-83,49
-57,5
-93,8
-109,26
-93,6
-70,17
-49,25
-90,15
-79,11
-69,18
-88,7
-67,5
-42,11
-95,15
-86,9
-86,7
-76,33
-51,25
-87,11
-82,49
-73,4
-54,6
-79,20
-74,49
-68,16
-63,5
-93,16
-61,10
-64,6
-72,8
-97,23
-81,49
-23,35
-90,22
-89,6
-115,22
-90,11
-9,49
-71,4
-96,11
-144,30
-39,49
-120,21
-62,11
-50,9
-2,49
-88,7
-92,7
-66,14
-52,7
-78,17
-92,24
-93,12
-135,22
-9,15
-49,18
-76,10
-89,6
-116,49
-94,18
-116,26
-71,9
-67,7
-136,44
-76,14
-59,17
-66,6
-50,43
-73,17
-104,24
-74,10
-72,42
-93,12
-78,5
-74,39
-80,29
-76,10
-83,11
-77,4
-85,8
-85,33
-110,47
-64,4
-58,15
-88,11
-149,41
-105,23
-60,13
-72,6
-84,5
-39,13
-71,9
-101,10
-94,9
-63,5
-87,6
-74,7
-72,6
-86,26
-63,18
-49,41
-73,4
-80,10
-59,5
-89,11
-91,8
-77,7
-136,47
